0	0	0	0	0	0
256	0	0	250	2	0
512	0	0	478	4	0
768	0	0	712	6	0
1024	0	0	942	9	0
1280	0	0	1175	11	0
1536	0	0	1404	14	0
1792	0	0	1630	16	0
2048	0	0	1856	19	0
2303	0	0	2083	22	0
2559	0	0	2321	24	0
2815	0	0	2551	27	0
3071	0	0	2762	29	0
3327	0	0	2969	32	0
3583	0	0	3183	34	0
3839	0	0	3402	36	0
4095	0	0	3630	39	0
0	256	0	13	256	2
256	256	0	263	258	2
512	256	0	493	262	2
768	256	0	727	265	2
1024	256	0	958	268	2
1280	256	0	1192	271	2
1536	256	0	1422	274	2
1792	256	0	1648	277	2
2048	256	0	1875	280	1
2303	256	0	2104	283	1
2559	256	0	2346	287	1
2815	256	0	2565	289	1
3071	256	0	2781	290	1
3327	256	0	2985	290	1
3583	256	0	3206	291	1
3839	256	0	3427	292	1
4095	256	0	3657	294	1
0	512	0	27	491	4
256	512	0	277	493	4
512	512	0	508	495	5
768	512	0	741	498	4
1024	512	0	976	503	4
1280	512	0	1212	508	4
1536	512	0	1444	511	5
1792	512	0	1668	514	4
2048	512	0	1893	516	4
2303	512	0	2123	519	5
2559	512	0	2364	523	4
2815	512	0	2584	525	3
3071	512	0	2800	525	3
3327	512	0	3010	525	3
3583	512	0	3232	524	3
3839	512	0	3457	525	3
4095	512	0	3680	525	3
0	768	0	40	739	8
256	768	0	290	741	7
512	768	0	523	746	7
768	768	0	758	750	7
1024	768	0	992	754	7
1280	768	0	1228	758	7
1536	768	0	1459	762	7
1792	768	0	1687	766	7
2048	768	0	1914	769	7
2303	768	0	2146	773	7
2559	768	0	2381	775	7
2815	768	0	2600	775	7
3071	768	0	2814	775	7
3327	768	0	3018	771	5
3583	768	0	3249	773	5
3839	768	0	3473	773	5
4095	768	0	3699	773	6
0	1024	0	53	975	10
256	1024	0	305	978	10
512	1024	0	540	985	10
768	1024	0	777	988	10
1024	1024	0	1010	992	9
1280	1024	0	1248	996	9
1536	1024	0	1477	1000	9
1792	1024	0	1707	1004	9
2048	1024	0	1933	1007	9
2303	1024	0	2163	1008	9
2559	1024	0	2397	1010	9
2815	1024	0	2618	1011	9
3071	1024	0	2837	1012	9
3327	1024	0	3040	1007	9
3583	1024	0	3268	1007	9
3839	1024	0	3497	1009	8
4095	1024	0	3723	1006	8
0	1280	0	67	1213	12
256	1280	0	319	1215	12
512	1280	0	554	1221	12
768	1280	0	793	1224	12
1024	1280	0	1026	1229	12
1280	1280	0	1264	1232	12
1536	1280	0	1495	1237	11
1792	1280	0	1724	1242	11
2048	1280	0	1950	1244	11
2303	1280	0	2180	1245	11
2559	1280	0	2415	1246	11
2815	1280	0	2634	1247	11
3071	1280	0	2850	1245	11
3327	1280	0	3061	1243	11
3583	1280	0	3289	1243	11
3839	1280	0	3513	1241	11
4095	1280	0	3739	1238	11
0	1536	0	81	1445	15
256	1536	0	332	1448	15
512	1536	0	569	1456	15
768	1536	0	808	1461	15
1024	1536	0	1042	1466	15
1280	1536	0	1280	1470	15
1536	1536	0	1510	1474	15
1792	1536	0	1738	1478	15
2048	1536	0	1962	1478	14
2303	1536	0	2193	1478	14
2559	1536	0	2427	1479	14
2815	1536	0	2646	1478	13
3071	1536	0	2860	1475	13
3327	1536	0	3076	1474	13
3583	1536	0	3312	1479	13
3839	1536	0	3528	1469	13
4095	1536	0	3752	1466	13
0	1792	0	95	1688	17
256	1792	0	344	1691	17
512	1792	0	583	1702	17
768	1792	0	824	1707	17
1024	1792	0	1057	1712	17
1280	1792	0	1296	1717	17
1536	1792	0	1523	1719	17
1792	1792	0	1750	1719	17
2048	1792	0	1972	1719	17
2303	1792	0	2205	1719	17
2559	1792	0	2439	1722	16
2815	1792	0	2661	1724	16
3071	1792	0	2874	1720	16
3327	1792	0	3092	1720	16
3583	1792	0	3319	1718	15
3839	1792	0	3542	1712	15
4095	1792	0	3769	1709	15
0	2048	0	108	1934	20
256	2048	0	359	1936	19
512	2048	0	597	1945	19
768	2048	0	837	1950	19
1024	2048	0	1073	1957	19
1280	2048	0	1311	1961	19
1536	2048	0	1534	1959	19
1792	2048	0	1759	1958	19
2048	2048	0	1982	1958	19
2303	2048	0	2218	1960	19
2559	2048	0	2453	1964	19
2815	2048	0	2674	1966	19
3071	2048	0	2891	1964	18
3327	2048	0	3107	1960	18
3583	2048	0	3329	1951	18
3839	2048	0	3556	1949	17
4095	2048	0	3787	1949	18
0	2303	0	121	2181	23
256	2303	0	372	2184	23
512	2303	0	610	2191	22
768	2303	0	849	2197	21
1024	2303	0	1088	2206	21
1280	2303	0	1326	2209	21
1536	2303	0	1549	2204	21
1792	2303	0	1774	2203	21
2048	2303	0	1997	2202	21
2303	2303	0	2234	2204	21
2559	2303	0	2467	2208	21
2815	2303	0	2689	2211	21
3071	2303	0	2906	2207	21
3327	2303	0	3120	2199	21
3583	2303	0	3346	2193	20
3839	2303	0	3576	2194	20
4095	2303	0	3806	2191	20
0	2559	0	136	2435	25
256	2559	0	385	2439	25
512	2559	0	625	2446	25
768	2559	0	864	2452	25
1024	2559	0	1103	2461	25
1280	2559	0	1340	2463	24
1536	2559	0	1564	2458	24
1792	2559	0	1789	2457	24
2048	2559	0	2013	2456	24
2303	2559	0	2251	2456	24
2559	2559	0	2483	2460	24
2815	2559	0	2706	2463	23
3071	2559	0	2922	2458	23
3327	2559	0	3137	2449	23
3583	2559	0	3365	2445	23
3839	2559	0	3595	2444	23
4095	2559	0	3825	2441	23
0	2815	0	149	2684	27
256	2815	0	399	2688	27
512	2815	0	638	2695	27
768	2815	0	878	2701	27
1024	2815	0	1114	2707	27
1280	2815	0	1352	2708	27
1536	2815	0	1576	2706	27
1792	2815	0	1803	2704	26
2048	2815	0	2027	2703	26
2303	2815	0	2268	2705	26
2559	2815	0	2497	2709	26
2815	2815	0	2721	2712	26
3071	2815	0	2938	2707	26
3327	2815	0	3155	2698	26
3583	2815	0	3384	2693	25
3839	2815	0	3611	2688	25
4095	2815	0	3839	2686	26
0	3071	0	163	2917	29
256	3071	0	412	2919	29
512	3071	0	651	2923	29
768	3071	0	889	2926	29
1024	3071	0	1125	2931	29
1280	3071	0	1362	2933	29
1536	3071	0	1588	2932	29
1792	3071	0	1815	2930	29
2048	3071	0	2039	2930	29
2303	3071	0	2284	2935	29
2559	3071	0	2512	2938	28
2815	3071	0	2733	2937	28
3071	3071	0	2950	2930	27
3327	3071	0	3169	2922	27
3583	3071	0	3399	2917	27
3839	3071	0	3626	2914	28
4095	3071	0	3851	2908	28
0	3327	0	178	3135	31
256	3327	0	424	3134	31
512	3327	0	662	3134	31
768	3327	0	898	3137	31
1024	3327	0	1135	3145	31
1280	3327	0	1371	3148	31
1536	3327	0	1599	3150	31
1792	3327	0	1828	3153	31
2048	3327	0	2051	3152	31
2303	3327	0	2294	3154	31
2559	3327	0	2521	3157	31
2815	3327	0	2739	3152	31
3071	3327	0	2955	3144	30
3327	3327	0	3177	3138	30
3583	3327	0	3408	3135	30
3839	3327	0	3638	3135	29
4095	3327	0	3861	3129	30
0	3583	0	190	3371	34
256	3583	0	434	3369	34
512	3583	0	671	3369	33
768	3583	0	908	3375	33
1024	3583	0	1145	3386	33
1280	3583	0	1382	3392	33
1536	3583	0	1611	3399	33
1792	3583	0	1840	3399	33
2048	3583	0	2059	3395	33
2303	3583	0	2301	3393	33
2559	3583	0	2525	3395	33
2815	3583	0	2748	3397	33
3071	3583	0	2967	3392	33
3327	3583	0	3191	3386	33
3583	3583	0	3420	3383	32
3839	3583	0	3647	3379	32
4095	3583	0	3871	3375	32
0	3839	0	203	3619	37
256	3839	0	446	3617	37
512	3839	0	683	3621	37
